asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Equity,Telecom Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Lookback Option,0,0,1,0,Low,0.68,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,High,8.84,1,0,0,Full,1,1,DCF
Option,American Call,1,0,1,1,High,1.9,0,1,0,Full,1,1,Binomial-Tree
Bond,Corporate Bond (HY),1,1,0,1,Low,7.71,1,0,0,Sparse,1,1,Credit-Model
Option,European Call,1,0,1,1,Medium,0.39,0,0,0,Partial,1,1,Black-Scholes
Option,OTC European Option,0,0,1,0,Low,1.51,1,0,0,Partial,1,2,Black-Scholes
Option,European Call,1,0,1,1,High,0.57,0,0,0,Full,1,1,Black-Scholes
Option,American Call,1,0,1,1,High,0.21,0,1,0,Full,1,1,Binomial-Tree
Equity,Energy Major Stock,1,1,0,1,Medium,,0,0,0,Full,1,2,DDM
Bond,Floating Rate Note,1,1,0,1,Medium,5.58,0,0,0,Partial,1,2,DCF
Commodity,Energy,1,0,0,1,High,0.99,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,High,1.56,0,0,0,Full,1,1,Cost-of-Carry
Bond,CDS,1,1,0,0,Medium,8.8,1,0,0,Partial,0,3,Credit-Model
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Commodity,Energy,1,0,0,1,High,1.19,0,0,0,Full,1,1,Cost-of-Carry
Option,Digital Option,0,0,1,0,Low,0.84,0,0,1,Sparse,1,2,Monte-Carlo
Bond,Zero-Coupon Bond,1,1,0,1,High,12.03,0,0,0,Full,1,2,DCF
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,American Call,1,0,1,1,High,1.3,0,1,0,Full,1,3,Binomial-Tree
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Industrial Metal,1,0,0,1,Medium,0.34,0,0,0,Full,1,1,Cost-of-Carry
Bond,Floating Rate Note,1,1,0,1,Medium,6.15,0,0,0,Partial,1,1,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,11.01,1,0,0,Full,0,2,DCF
Commodity,Precious Metal,1,0,0,1,High,0.23,0,0,0,Full,1,1,Cost-of-Carry
Equity,Banking Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Derivative,FX Option,0,0,1,0,Low,0.29,0,0,0,Partial,1,2,Black-Scholes
Option,OTC European Option,0,0,1,0,Medium,0.94,1,0,0,Partial,1,3,Black-Scholes
Equity,Common Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,3.46,1,0,0,Full,1,2,DCF
Derivative,FX Option,0,0,1,0,Low,1.17,0,0,0,Partial,1,2,Black-Scholes
Bond,CDS,0,1,0,0,Medium,5.74,1,0,0,Sparse,0,3,Credit-Model
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Swaption,0,0,1,0,Low,4.97,0,0,0,Partial,1,2,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,4.52,1,0,0,Full,1,2,DCF
Equity,Banking Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,European Call,1,0,1,1,High,1.86,0,0,0,Full,1,2,Black-Scholes
Currency,FX Forward,1,0,0,0,High,0.27,0,0,0,Full,1,1,Forward-Pricing
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Partial,1,2,Relative
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Currency,FX Forward,1,0,0,0,High,0.52,0,0,0,Full,1,1,Forward-Pricing
Commodity,Commodity Forward,1,0,0,1,Medium,1.72,0,0,0,Full,1,2,Cost-of-Carry
Bond,MBS,0,1,0,0,Medium,24.6,1,0,0,Partial,0,2,DCF
Bond,MBS,0,1,0,0,Low,14.57,1,0,0,Partial,0,2,DCF
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (IG),1,1,0,1,Medium,24.47,1,0,0,Full,1,1,DCF
Bond,Floating Rate Note,1,1,0,1,Medium,6.85,0,0,0,Full,1,1,DCF
Bond,CDS,1,1,0,0,Medium,2.52,1,0,0,Partial,0,3,Credit-Model
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,Corporate Bond (IG),1,1,0,1,Medium,19.07,1,0,0,Partial,1,2,DCF
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Currency,EM FX Forward,0,0,0,0,Medium,0.56,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,High,13.88,1,0,0,Full,1,2,DCF
Commodity,Commodity Forward,1,0,0,1,Medium,1.87,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Agriculture,1,0,0,1,High,1.43,0,0,0,Full,1,1,Cost-of-Carry
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,CDS,0,1,0,0,Medium,2.37,1,0,0,Sparse,0,2,Credit-Model
Bond,Corporate Bond (HY),1,1,0,1,Medium,8.35,1,0,0,Partial,1,3,Credit-Model
Option,European Call,1,0,1,1,Medium,0.94,0,0,0,Full,1,1,Black-Scholes
Bond,Municipal Bond,0,1,0,0,Medium,28.11,1,0,0,Sparse,0,2,DCF
Derivative,Commodity Future,1,0,0,1,High,1.1,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Industrial Metal,1,0,0,1,Low,1.38,0,0,0,Partial,1,1,Cost-of-Carry
Currency,FX Forward,1,0,0,0,Medium,0.16,0,0,0,Full,1,1,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,1.76,0,0,1,Partial,1,3,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,High,10.26,1,0,0,Full,1,1,DCF
Option,Digital Option,0,0,1,0,Low,0.12,0,0,1,Partial,1,2,Monte-Carlo
Bond,CDS,1,1,0,0,Low,5.75,1,0,0,Sparse,0,3,Credit-Model
Option,European Put,1,0,1,1,Medium,1.49,0,0,0,Full,1,1,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,29.17,1,0,0,Sparse,1,3,Credit-Model
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (IG),1,1,0,1,High,1.59,1,0,0,Full,1,1,DCF
Bond,Floating Rate Note,1,1,0,1,High,5.61,0,0,0,Full,1,1,DCF
Option,European Put,1,0,1,1,Medium,1.15,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,6.72,1,0,0,Partial,1,1,DCF
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,2,DDM
Option,American Call,1,0,1,1,High,1.44,0,1,0,Full,1,1,Binomial-Tree
Equity,REIT,1,1,0,1,High,,0,0,0,Partial,1,2,DDM
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Convertible Bond,1,1,1,1,Low,6.16,1,1,0,Partial,1,2,Credit-Model
Commodity,Precious Metal,1,0,0,1,High,1.05,0,0,0,Full,1,1,Cost-of-Carry
Equity,REIT,1,1,0,1,Medium,,0,0,0,Full,1,2,DDM
Bond,CDS,1,1,0,0,Medium,1.79,1,0,0,Partial,0,3,Credit-Model
Commodity,Agriculture,1,0,0,1,High,0.65,0,0,0,Full,1,1,Cost-of-Carry
Derivative,FX Option,0,0,1,0,Low,0.07,0,0,0,Partial,1,2,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,17.59,1,0,0,Partial,1,2,DCF
Commodity,Energy,1,0,0,1,High,1.93,0,0,0,Full,1,1,Cost-of-Carry
Option,European Call,1,0,1,1,Medium,1.59,0,0,0,Full,1,2,Black-Scholes
Bond,CDS,1,1,0,0,Medium,2.7,1,0,0,Sparse,0,2,Credit-Model
Bond,MBS,0,1,0,0,Medium,19.27,1,0,0,Partial,0,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,9.46,1,0,0,Full,1,2,DCF
Bond,Government Bond ETF,1,1,0,1,High,1.093347139381179,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,1,Medium,3.09,0,0,0,Partial,1,1,DCF
Option,Swaption,0,0,1,0,Medium,8.18,0,0,0,Partial,1,3,Black-Scholes
Currency,EM FX Forward,0,0,0,0,Medium,0.55,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Convertible Bond,1,1,1,1,Medium,6.58,1,1,0,Partial,1,2,Credit-Model
Equity,REIT,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,European Put,1,0,1,1,Medium,0.37,0,0,0,Full,1,1,Black-Scholes
Currency,EM FX Forward,0,0,0,0,Medium,0.14,0,0,0,Partial,1,2,Forward-Pricing
Bond,Zero-Coupon Bond,1,1,0,1,High,23.37,0,0,0,Full,1,2,DCF
Bond,Municipal Bond,0,1,0,0,Medium,12.06,1,0,0,Partial,0,2,DCF
Bond,Government Bond,1,1,0,1,Medium,23.84,0,0,0,Partial,1,2,DCF
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Bond,Corporate Bond (HY),1,1,0,1,Low,8.79,1,0,0,Partial,1,2,Credit-Model
Commodity,Energy,1,0,0,1,Medium,0.73,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,Medium,25.43,0,0,0,Full,1,1,DCF
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Precious Metal,1,0,0,1,High,0.85,0,0,0,Full,1,1,Cost-of-Carry
Derivative,FX Option,0,0,1,0,Medium,0.46,0,0,0,Partial,1,3,Black-Scholes
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Partial,1,2,DDM
Commodity,Industrial Metal,1,0,0,1,Medium,0.11,0,0,0,Full,1,1,Cost-of-Carry
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Digital Option,0,0,1,0,Low,0.57,0,0,1,Partial,1,3,Monte-Carlo
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Sovereign Emerging Bond,1,1,0,1,Low,19.23,1,0,0,Partial,1,2,Credit-Model
Derivative,Equity Swap,0,1,0,0,Low,3.9,1,0,0,Partial,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,12.05,1,0,0,Full,1,2,DCF
Bond,Zero-Coupon Bond,1,1,0,1,Medium,6.08,0,0,0,Full,1,1,DCF
Bond,Municipal Bond,0,1,0,0,Medium,9.85,1,0,0,Sparse,0,3,DCF
Bond,Government Bond,1,1,0,1,Medium,11.11,0,0,0,Partial,1,1,DCF
Option,Barrier Option,0,0,1,0,Medium,1.66,0,0,1,Sparse,1,3,Monte-Carlo
Commodity,Precious Metal,1,0,0,1,High,0.24,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Commodity Spot,1,0,0,1,High,1.14,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Precious Metal,1,0,0,1,High,1.72,0,0,0,Full,1,1,Cost-of-Carry
Option,American Put,1,0,1,1,Medium,1.68,0,1,0,Full,1,1,Binomial-Tree
Bond,Corporate Bond (IG),1,1,0,1,Medium,20.28,1,0,0,Full,1,2,DCF
Option,American Call,1,0,1,1,High,1.98,0,1,0,Full,1,1,Binomial-Tree
Bond,Corporate Bond (HY),1,1,0,1,Medium,10.27,1,0,0,Partial,1,2,Credit-Model
Currency,Cross Currency Swap,0,1,0,0,Medium,7.6,1,0,0,Partial,0,2,Forward-Pricing
Derivative,Interest Rate Swap,0,1,0,0,Medium,19.77,1,0,0,Partial,0,2,DCF
Option,OTC European Option,0,0,1,0,Low,1.92,1,0,0,Partial,1,2,Black-Scholes
Option,American Put,1,0,1,1,Medium,0.09,0,1,0,Full,1,1,Binomial-Tree
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,American Call,1,0,1,1,Medium,0.35,0,1,0,Full,1,1,Binomial-Tree
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,3.64,1,0,0,Partial,1,2,DCF
Option,European Call,1,0,1,1,Medium,1.76,0,0,0,Full,1,1,Black-Scholes
Derivative,Equity Index Future,1,0,0,1,High,0.46,0,0,0,Full,1,1,Forward-Pricing
Bond,Treasury Bill,1,1,0,1,High,0.19,0,0,0,Full,1,1,DCF
Derivative,Equity Swap,0,1,0,0,Low,4.32,1,0,0,Partial,1,2,DCF
Option,American Call,1,0,1,1,High,1.79,0,1,0,Full,1,2,Binomial-Tree
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Currency,EM FX Forward,0,0,0,0,Medium,0.26,0,0,0,Full,1,3,Forward-Pricing
Bond,Corporate Bond (HY),1,1,0,1,Medium,3.4,1,0,0,Sparse,1,2,Credit-Model
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,28.57,1,0,0,Sparse,1,2,Credit-Model
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Commodity,Commodity Spot,1,0,0,1,High,1.89,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (IG),1,1,0,1,Medium,17.05,1,0,0,Full,1,2,DCF
Option,Asian Option,0,0,1,0,Low,2.03,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Sovereign Emerging Bond,1,1,0,1,Low,22.44,1,0,0,Partial,1,2,Credit-Model
Option,Swaption,0,0,1,0,Low,8.46,0,0,0,Partial,1,2,Black-Scholes
Option,European Put,1,0,1,1,Medium,1.41,0,0,0,Partial,1,1,Black-Scholes
Bond,Zero-Coupon Bond,1,1,0,1,Medium,11.93,0,0,0,Full,1,2,DCF
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Bond,Sovereign Emerging Bond,1,1,0,1,Low,26.36,1,0,0,Sparse,1,2,Credit-Model
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,13.97,1,0,0,Partial,1,2,Credit-Model
Option,OTC European Option,0,0,1,0,Low,2.74,1,0,0,Partial,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,High,18.67,0,0,0,Partial,1,2,DCF
Commodity,Commodity Forward,1,0,0,1,Medium,0.67,0,0,0,Full,1,2,Cost-of-Carry
Equity,Telecom Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DDM
Bond,Municipal Bond,0,1,0,0,Low,11.36,1,0,0,Partial,0,2,DCF
Equity,Large Cap Growth,1,1,0,1,Medium,,0,0,0,Partial,1,1,Relative
Bond,Corporate Bond (IG),1,1,0,1,Medium,7.18,1,0,0,Full,1,1,DCF
Currency,EM FX Forward,0,0,0,0,Low,0.71,0,0,0,Partial,1,2,Forward-Pricing
Bond,Municipal Bond,0,1,0,0,Low,5.62,1,0,0,Sparse,0,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,11.73,1,0,0,Partial,1,1,DCF
Option,European Put,1,0,1,1,Medium,0.35,0,0,0,Partial,1,2,Black-Scholes
Option,European Put,1,0,1,1,Medium,0.24,0,0,0,Full,1,2,Black-Scholes
Derivative,FX Option,0,0,1,0,Medium,1.96,0,0,0,Partial,1,3,Black-Scholes
Currency,Cross Currency Swap,0,1,0,0,Medium,4.96,1,0,0,Partial,0,2,Forward-Pricing
Equity,Green Energy Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Option,European Call,1,0,1,1,High,0.57,0,0,0,Partial,1,1,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,7.06,1,0,0,Partial,1,2,Credit-Model
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Medium,13.44,1,0,0,Full,0,2,DCF
Option,Swaption,0,0,1,0,Low,1.93,0,0,0,Partial,1,2,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,8.8,1,0,0,Full,1,1,DCF
Option,American Option,1,0,1,1,Medium,0.25,0,1,0,Full,1,1,Binomial-Tree
Option,Digital Option,0,0,1,0,Medium,0.06,0,0,1,Sparse,1,2,Monte-Carlo
Option,American Put,1,0,1,1,Medium,0.8,0,1,0,Full,1,1,Binomial-Tree
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Bond,Government Bond,1,1,0,1,Low,3.75,0,0,0,Full,1,3,DCF
Option,American Call,1,0,1,1,High,1.51,0,1,0,Partial,1,1,Binomial-Tree
Bond,Government Bond,1,1,0,1,High,7.47,0,0,0,Full,1,2,DCF
Option,European Put,1,0,1,1,Medium,0.59,0,0,0,Full,1,1,Black-Scholes
Currency,EM FX Forward,0,0,0,0,High,0.24,0,0,0,Partial,1,3,Forward-Pricing
Bond,Corporate Bond (HY),1,1,0,1,Low,13.64,1,0,0,Partial,1,2,Credit-Model
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Currency,EM FX Forward,0,0,0,0,Medium,0.25,0,0,0,Sparse,1,2,Forward-Pricing
Equity,Mid Cap,1,1,0,1,High,,0,0,0,Partial,1,1,Relative
Currency,Cross Currency Swap,0,1,0,0,Medium,6.85,1,0,0,Partial,0,2,Forward-Pricing
Bond,CDS,1,1,0,0,Medium,4.49,1,0,0,Partial,0,2,Credit-Model
Option,Asian Option,0,0,1,0,Low,1.36,0,0,1,Partial,1,2,Monte-Carlo
Option,Swaption,0,0,1,0,Medium,4.61,0,0,0,Partial,1,2,Black-Scholes
Commodity,Precious Metal,1,0,0,1,High,0.47,0,0,0,Full,1,1,Cost-of-Carry
Option,American Call,1,0,1,1,High,1.05,0,1,0,Full,1,1,Binomial-Tree
Bond,MBS,0,1,0,0,Low,14.16,1,0,0,Partial,0,2,DCF
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Commodity Spot,1,0,0,1,High,1.62,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,High,4.8,1,0,0,Full,0,1,DCF
Option,Asian Option,0,0,1,0,Low,1.22,0,0,1,Full,1,1,Monte-Carlo
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,CDS,1,1,0,0,Medium,2.66,1,0,0,Sparse,0,3,Credit-Model
Bond,CDS,1,1,0,0,Low,6.38,1,0,0,Partial,0,3,Credit-Model
Option,Asian Option,0,0,1,0,Medium,2.21,0,0,1,Partial,1,2,Monte-Carlo
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,European Call,1,0,1,1,Medium,1.06,0,0,0,Full,1,1,Black-Scholes
Derivative,FX Option,0,0,1,0,Low,1.02,0,0,0,Partial,1,2,Black-Scholes
Bond,Zero-Coupon Bond,1,1,0,1,High,23.3,0,0,0,Full,1,1,DCF
Commodity,Agriculture,1,0,0,1,Medium,0.47,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond ETF,1,1,0,1,High,1.9643779101956276,0,0,0,Full,1,1,Mark-to-Market
Equity,Energy Major Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,European Call,1,0,1,1,High,1.93,0,0,0,Full,1,2,Black-Scholes
Option,Digital Option,0,0,1,0,Low,0.56,0,0,1,Partial,1,3,Monte-Carlo
Commodity,Commodity Spot,1,0,0,1,High,1.2,0,0,0,Full,1,1,Cost-of-Carry
Currency,Cross Currency Swap,0,1,0,0,Medium,2.51,1,0,0,Partial,0,3,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Low,3.33,1,0,0,Partial,1,1,DCF
Option,European Option,1,0,1,1,High,1.51,0,0,0,Full,1,1,Black-Scholes
Equity,Banking Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Zero-Coupon Bond,1,1,0,1,Medium,13.43,0,0,0,Full,1,2,DCF
Commodity,Agriculture,1,0,0,1,High,0.87,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond ETF,1,1,0,1,High,3.1482187879382537,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (HY),1,1,0,1,Low,7.68,1,0,0,Partial,1,2,Credit-Model
Option,Swaption,0,0,1,0,Low,5.37,0,0,0,Partial,1,2,Black-Scholes
Bond,MBS,0,1,0,0,Low,31.7,1,0,0,Sparse,0,3,DCF
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Equity,Banking Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,American Put,1,0,1,1,Medium,0.96,0,1,0,Full,1,1,Binomial-Tree
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Bond,Government Bond,1,1,0,1,High,10.35,0,0,0,Full,1,1,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.79,0,0,0,Partial,1,3,Forward-Pricing
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,High,31.79,0,0,0,Partial,1,1,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,21.13,1,0,0,Full,0,1,DCF
Option,European Call,1,0,1,1,Medium,1.39,0,0,0,Full,1,1,Black-Scholes
Option,American Call,1,0,1,1,Medium,0.04,0,1,0,Full,1,3,Binomial-Tree
Bond,Corporate Bond (HY),1,1,0,1,Low,4.36,1,0,0,Partial,1,2,Credit-Model
Currency,FX Forward,1,0,0,0,Medium,0.59,0,0,0,Full,1,1,Forward-Pricing
Option,European Option,1,0,1,1,High,0.62,0,0,0,Full,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,17.93,0,0,0,Full,1,3,DCF
Equity,Telecom Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Commodity,Agriculture,1,0,0,1,High,0.33,0,0,0,Partial,1,1,Cost-of-Carry
Bond,Government Bond ETF,1,1,0,1,High,8.36142976000988,0,0,0,Full,1,1,Mark-to-Market
Option,American Option,1,0,1,1,High,0.88,0,1,0,Partial,1,2,Binomial-Tree
Commodity,Energy,1,0,0,1,Medium,1.12,0,0,0,Full,1,1,Cost-of-Carry
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Bond,Corporate Bond (IG),1,1,0,1,Medium,3.27,1,0,0,Full,1,2,DCF
Option,Barrier Option,0,0,1,0,Low,0.97,0,0,1,Partial,1,2,Monte-Carlo
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Derivative,Interest Rate Swap,0,1,0,0,Medium,26.15,1,0,0,Full,0,2,DCF
Equity,Green Energy Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Equity,Telecom Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Call,1,0,1,1,Medium,1.21,0,0,0,Full,1,1,Black-Scholes
Commodity,Commodity Spot,1,0,0,1,Medium,1.76,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,1.97,0,0,0,Full,1,2,Black-Scholes
Currency,Major FX Forward,1,0,0,0,High,0.79,0,0,0,Full,1,1,Forward-Pricing
Option,American Option,1,0,1,1,Medium,1.58,0,1,0,Full,1,2,Binomial-Tree
Currency,EM FX Forward,0,0,0,0,Medium,0.79,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,High,7.07,1,0,0,Partial,1,2,DCF
Option,Asian Option,0,0,1,0,Medium,1.81,0,0,1,Sparse,1,3,Monte-Carlo
Option,European Call,1,0,1,1,High,0.83,0,0,0,Full,1,2,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Low,12.71,1,0,0,Partial,1,2,Credit-Model
Bond,Municipal Bond,0,1,0,0,Medium,28.81,1,0,0,Sparse,0,2,DCF
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Corporate Bond (IG),1,1,0,1,High,17.31,1,0,0,Full,1,1,DCF
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Commodity,Commodity Spot,1,0,0,1,Medium,1.57,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,High,1.34,0,0,0,Full,1,1,Black-Scholes
Option,Asian Option,0,0,1,0,Low,1.82,0,0,1,Partial,1,2,Monte-Carlo
Derivative,Equity Swap,0,1,0,0,Medium,3.81,1,0,0,Sparse,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,21.79,1,0,0,Partial,1,2,DCF
Bond,CDS,1,1,0,0,Medium,8.71,1,0,0,Partial,0,3,Credit-Model
Bond,Floating Rate Note,1,1,0,1,High,4.74,0,0,0,Partial,1,1,DCF
Commodity,Energy,1,0,0,1,High,1.07,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Equity Swap,0,1,0,0,Medium,1.13,1,0,0,Partial,1,2,DCF
Bond,Zero-Coupon Bond,1,1,0,1,Medium,6.74,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,Medium,28.13,0,0,0,Full,1,2,DCF
Option,Asian Option,0,0,1,0,Low,0.94,0,0,1,Partial,1,3,Monte-Carlo
Bond,Municipal Bond,0,1,0,0,Low,9.3,1,0,0,Partial,0,3,DCF
Bond,Convertible Bond,1,1,1,1,Low,5.85,1,1,0,Partial,1,3,Credit-Model
Option,Asian Option,0,0,1,0,Medium,1.25,0,0,1,Sparse,1,2,Monte-Carlo
Bond,Government Bond,1,1,0,1,Medium,18.19,0,0,0,Partial,1,1,DCF
Option,OTC European Option,0,0,1,0,High,0.59,1,0,0,Sparse,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,High,14.01,0,0,0,Full,1,1,DCF
Option,European Put,1,0,1,1,High,1.16,0,0,0,Full,1,1,Black-Scholes
Derivative,Equity Swap,0,1,0,0,Low,4.06,1,0,0,Partial,1,3,DCF
Option,American Put,1,0,1,1,Medium,0.56,0,1,0,Full,1,1,Binomial-Tree
Commodity,Precious Metal,1,0,0,1,High,1.35,0,0,0,Full,1,1,Cost-of-Carry
Currency,EM FX Forward,0,0,0,0,Low,0.68,0,0,0,Sparse,1,3,Forward-Pricing
Currency,EM FX Forward,0,0,0,0,Low,1.05,0,0,0,Partial,1,3,Forward-Pricing
Derivative,Interest Rate Swap,0,1,0,0,Medium,25.37,1,0,0,Partial,0,2,DCF
Option,American Option,1,0,1,1,High,0.54,0,1,0,Partial,1,1,Binomial-Tree
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (IG),1,1,0,1,High,5.79,1,0,0,Full,1,2,DCF
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Commodity Forward,1,0,0,1,Medium,0.62,0,0,0,Full,1,2,Cost-of-Carry
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DDM
Bond,Government Bond,1,1,0,1,High,6.99,0,0,0,Full,1,2,DCF
