asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method,risk_free_rate_3m,yield_10y,yield_curve_slope,implied_volatility_atm,iv_skew,beta,pe_ratio,dividend_yield,market_cap,debt_to_equity,duration_estimate,credit_spread_asset,convenience_yield,storage_cost_pct,asset_class_encoded,asset_subclass_encoded
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.82642712220399,4.480583230468896,0.29104960087631704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04287148495072087,0.016644570879211836,1,59
Bond,MBS,0,1,0,0,1,3.99,1,0,0,1,0,2,DCF,3.871578343289347,4.479963745331597,0.22744210310749444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1155645199450577,2.1157387814354887,0.0,0.0,0,50
Bond,Corporate Bond (HY),1,1,0,1,1,3.63,1,0,0,0,1,3,Credit-Model,3.8576591763394164,4.487953809488484,0.27338575083601707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1694470778612747,3.2310952148216314,0.0,0.0,0,18
Bond,Corporate Bond (HY),1,1,0,1,1,9.73,1,0,0,1,1,3,Credit-Model,3.7979734533306937,4.450169947450926,0.2530488424256674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.437751759121133,2.2072674126509395,0.0,0.0,0,18
Bond,Government Bond,1,1,0,1,2,28.54,0,0,0,1,1,1,DCF,3.8374138902525665,4.432733048432728,0.3096715736000087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.551574951732956,0.0933807514048609,0.0,0.0,0,38
Currency,FX Forward,1,0,0,0,1,0.5,0,0,0,2,1,1,Forward-Pricing,3.8300107238533054,4.446393551545783,0.27045372876968293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Bond,Government Bond,1,1,0,1,1,13.45,0,0,0,2,1,1,DCF,3.8458265770729456,4.453719639493808,0.2275333437928585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.003570336156995,0.06569447761734099,0.0,0.0,0,38
Bond,CDS,1,1,0,0,1,1.38,1,0,0,1,0,1,Credit-Model,3.8157336566026614,4.497178818698995,0.280936421530372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1472397878093814,2.800636890808742,0.0,0.0,0,10
Currency,EM FX Forward,0,0,0,0,0,0.37,0,0,0,1,1,2,Forward-Pricing,3.813921499675421,4.508948768249549,0.24814846577911065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Option,OTC European Option,0,0,1,0,0,1.11,1,0,0,1,1,2,Black-Scholes,3.8170532458021276,4.46768596939356,0.2896977812217296,1.0000000000000003e-05,0.07339302047208804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Currency,Major Currency Pair,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.8190475683403,4.460209410558815,0.2823544533106668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,51
Commodity,Industrial Metal,1,0,0,1,2,0.45,0,0,0,2,1,1,Cost-of-Carry,3.8456134577943923,4.452197055380425,0.29945190994772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03794051068981007,0.023512288824742,1,44
Bond,Floating Rate Note,1,1,0,1,2,2.1,0,0,0,2,1,2,DCF,3.807379997534199,4.478390594809703,0.27374063500774476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.894590162496586,0.41031672589969587,0.0,0.0,0,36
Derivative,Equity Index Future,1,0,0,1,2,0.23,0,0,0,2,1,1,Forward-Pricing,3.818076943815779,4.508805365041411,0.2863829758569316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27
Bond,Sovereign Emerging Bond,1,1,0,1,0,19.85,1,0,0,0,1,2,Credit-Model,3.7957404127218974,4.499824474873499,0.2708550831288479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56478806639591,2.6282870171135664,0.0,0.0,0,65
Option,Lookback Option,0,0,1,0,0,1.36,0,0,1,1,1,3,Monte-Carlo,3.8492863063183473,4.4853768784611106,0.2582069241945918,1.0000000000000003e-05,0.05420632101067574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,49
Bond,Corporate Bond (IG),1,1,0,1,1,12.16,1,0,0,2,1,2,DCF,3.8543402264041067,4.485049646443838,0.291315098636113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.525595611822695,1.855880802270264,0.0,0.0,0,19
Option,American Put,1,0,1,1,1,0.32,0,1,0,2,1,1,Binomial-Tree,3.8237365437989586,4.478560510463467,0.24539032058149157,1.0000000000000003e-05,0.06844687612969633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Bond,Corporate Bond (IG),1,1,0,1,1,5.2,1,0,0,1,1,2,DCF,3.824294269663827,4.4589454186007,0.2692738555865502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.869732511887733,2.1730815410178903,0.0,0.0,0,19
Commodity,Agriculture,1,0,0,1,1,0.47,0,0,0,2,1,2,Cost-of-Carry,3.8386791994287175,4.4435749746373405,0.2586286885564189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010459689775536385,0.023305100570880866,1,0
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8582363304412937,4.459535845807987,0.286841881339158,0.0,0.0,1.7164959024846482,44.18511877467658,1.5756254762030166,2623942242848.8135,104.63792084023015,0.0,0.0,0.0,0.0,4,43
Option,European Put,1,0,1,1,2,0.01,0,0,0,2,1,1,Black-Scholes,3.837824895815849,4.469418173127529,0.25106638710011314,1.0000000000000003e-05,0.05202871079316225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Option,Swaption,0,0,1,0,1,9.49,0,0,0,1,1,3,Black-Scholes,3.816642071801602,4.427583964058583,0.2618233481474998,1.0000000000000003e-05,0.06846044603728561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66
Bond,Sovereign Emerging Bond,1,1,0,1,0,15.2,1,0,0,1,1,3,Credit-Model,3.7989995477464595,4.456589198735133,0.27087827004084947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.934470639095435,2.0281369948805548,0.0,0.0,0,65
Bond,Sovereign Emerging Bond,1,1,0,1,0,11.94,1,0,0,0,1,2,Credit-Model,3.8086453320699944,4.441581708492614,0.29975446104030234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.647683741315065,4.245892868349786,0.0,0.0,0,65
Bond,Government Bond,1,1,0,1,1,17.34,0,0,0,2,1,2,DCF,3.8314021524734834,4.48260865789182,0.2593496738567366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.903931088713716,0.4513732053150319,0.0,0.0,0,38
Commodity,Commodity Spot,1,0,0,1,2,1.21,0,0,0,2,1,1,Cost-of-Carry,3.817450477930705,4.447741502631906,0.2619821585014129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03058049828798047,0.012800053002565322,1,14
Bond,Corporate Bond (HY),1,1,0,1,1,8.71,1,0,0,1,1,2,Credit-Model,3.833733631569723,4.467319313403176,0.2430359661459385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.210439029921625,1.5819427959919823,0.0,0.0,0,18
Currency,Major FX Forward,1,0,0,0,1,0.63,0,0,0,2,1,2,Forward-Pricing,3.819411505089076,4.444389547467537,0.25034010472484824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Bond,Corporate Bond (HY),1,1,0,1,0,11.67,1,0,0,1,1,3,Credit-Model,3.809736495840712,4.495628694968928,0.2782596250483063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.830760605016067,4.888100925680019,0.0,0.0,0,18
Bond,Government Bond,1,1,0,1,2,1.45,0,0,0,1,1,2,DCF,3.807459844257674,4.422073120315279,0.2706413701839736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2300100230917481,0.37734326648908745,0.0,0.0,0,38
Derivative,FX Option,0,0,1,0,1,1.18,0,0,0,1,1,3,Black-Scholes,3.859919088854497,4.4706112404036205,0.27096206296400216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Commodity,Precious Metal,1,0,0,1,2,0.87,0,0,0,2,1,1,Cost-of-Carry,3.847024115396867,4.43151715399379,0.30482429863085925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07855931249200321,0.014170108461139332,1,58
Derivative,FX Option,0,0,1,0,0,0.05,0,0,0,1,1,2,Black-Scholes,3.863139418777506,4.448641881894188,0.2365544417365869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Equity,SaaS Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.84034005974946,4.464597963492164,0.3163564328697931,0.0,0.0,0.29719894344297465,40.248168267583836,0.642522970638441,1497953500759.331,83.87693315291493,0.0,0.0,0.0,0.0,4,63
Equity,Biotech Stock,1,0,0,1,1,-1.0,0,0,0,2,1,2,Relative,3.8217656645250258,4.465694461798366,0.2935654936110949,0.0,0.0,1.6284557742018606,12.926986649553642,0.6350848325852917,111073415976.66817,79.23710215878944,0.0,0.0,0.0,0.0,4,7
Equity,SaaS Stock,1,0,0,1,1,-1.0,0,0,0,2,1,2,Relative,3.8553419786656824,4.465112650556428,0.2634841399825154,0.0,0.0,0.3071009776446038,21.4386000188392,0.4382908068626633,959028215283.8125,67.85790340396095,0.0,0.0,0.0,0.0,4,63
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8293667477739226,4.4633840058437535,0.27782465573702314,0.0,0.0,0.5306367443311156,20.693666757871327,2.995662255537464,4273658587794.8374,76.11989619549963,0.0,0.0,0.0,0.0,4,43
Option,European Call,1,0,1,1,2,0.29,0,0,0,2,1,1,Black-Scholes,3.83422911990106,4.445686872960223,0.2563430983150653,0.500005,0.054306931827153106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.829179913140704,4.4563416108951195,0.2763846641888505,0.0,0.0,1.844229530538935,27.488388190230648,2.979128988379215,12493522568.373478,319.1170564094874,0.0,0.0,0.0,0.0,4,9
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.7735667842007112,4.460705438560789,0.31299686797144827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06462275265832136,0.011482877785588597,1,59
Option,American Call,1,0,1,1,2,0.83,0,1,0,2,1,1,Binomial-Tree,3.860730675485446,4.464356536847723,0.257074235834959,1.0000000000000003e-05,0.046488386368307204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Option,American Option,1,0,1,1,2,0.2,0,1,0,1,1,2,Binomial-Tree,3.8394027255650913,4.458535325456404,0.2653598878356326,0.500005,0.06505801297200424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2
Commodity,Agriculture,1,0,0,1,2,0.99,0,0,0,2,1,2,Cost-of-Carry,3.836316111615632,4.476269866387953,0.254864675588042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05304476122251803,0.014786391883067854,1,0
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8288169884075187,4.462082529434365,0.2580777277675676,0.0,0.0,1.023808860881855,37.129897737606676,1.9791216096382147,10548789454.608646,54.11243661264355,0.0,0.0,0.0,0.0,4,9
Option,Asian Option,0,0,1,0,1,0.62,0,0,1,0,1,3,Monte-Carlo,3.8331296427603947,4.464489569077962,0.26194611937328727,0.2500075,0.06803916927312348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Currency,EM FX Forward,0,0,0,0,0,0.52,0,0,0,0,1,3,Forward-Pricing,3.8185621083785444,4.451466852632653,0.24810228822652042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Bond,Sovereign Emerging Bond,1,1,0,1,1,10.04,1,0,0,1,1,3,Credit-Model,3.8418074945966842,4.436530545036498,0.2647277586637235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15818609120677,2.607173620488337,0.0,0.0,0,65
Option,Asian Option,0,0,1,0,0,2.65,0,0,1,1,1,2,Monte-Carlo,3.8049690667047567,4.463434845155334,0.27108464791698716,0.015634843750000002,0.06499748312129781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Option,American Call,1,0,1,1,1,1.03,0,1,0,2,1,2,Binomial-Tree,3.8335632104818114,4.486926046780373,0.26193700189389546,1.0000000000000003e-05,0.05714563487217308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Bond,Corporate Bond (IG),1,1,0,1,1,4.89,1,0,0,2,1,2,DCF,3.840754131961437,4.469898105445288,0.22401809301568978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.864209631463935,1.9027081152993168,0.0,0.0,0,19
Currency,EM FX Forward,0,0,0,0,0,0.72,0,0,0,0,1,2,Forward-Pricing,3.8261954860872915,4.44176988511091,0.2669136458525883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Derivative,Interest Rate Swap,0,1,0,0,1,18.2,1,0,0,2,0,2,DCF,3.83710211822582,4.478168702575754,0.2690545675591098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8110159463887143,4.452526889388195,0.30795083389886935,0.0,0.0,1.6391686642165915,33.162278876568124,2.9812975756778894,555568249525.5625,165.13663485151898,0.0,0.0,0.0,0.0,4,9
Option,Barrier Option,0,0,1,0,0,0.8,0,0,1,0,1,3,Monte-Carlo,3.8115044173373422,4.47593678376471,0.27053637440360834,0.2500075,0.0411045935908717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Option,Asian Option,0,0,1,0,1,1.01,0,0,1,0,1,2,Monte-Carlo,3.834533132867655,4.4517758522128155,0.28871172145065277,1.0000000000000003e-05,0.04790369494058952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Derivative,Equity Swap,0,1,0,0,2,2.5,1,0,0,1,1,2,DCF,3.8429942258859935,4.467878733608151,0.26148600583287807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Derivative,Equity Index Future,1,0,0,1,2,0.74,0,0,0,2,1,1,Forward-Pricing,3.7940963226971425,4.448437509393277,0.2959634867730796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27
Bond,Floating Rate Note,1,1,0,1,1,2.55,0,0,0,2,1,1,DCF,3.8399966951623714,4.449004929328711,0.25110913705332044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0743161408181163,0.10975643372583127,0.0,0.0,0,36
Bond,Government Bond,1,1,0,1,2,24.53,0,0,0,1,1,1,DCF,3.819597691267793,4.4250722823137645,0.2800997840223746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.296470800176742,0.17601928265032268,0.0,0.0,0,38
Option,Barrier Option,0,0,1,0,0,1.6,0,0,1,0,1,3,Monte-Carlo,3.8263077634280633,4.471419268467294,0.28680730762163237,1.0000000000000003e-05,0.051573058984070656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Bond,Corporate Bond (IG),1,1,0,1,2,7.95,1,0,0,2,1,1,DCF,3.8043482317637296,4.468254782856493,0.28387212251002275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.246522282255438,4.050783916632531,0.0,0.0,0,19
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.813691529850425,4.469509672572618,0.31328299620360966,0.0,0.0,1.235105326496429,28.61867406226112,1.7595191774698047,7065114086.733599,18.443909618181028,0.0,0.0,0.0,0.0,4,9
Option,OTC European Option,0,0,1,0,0,1.9,1,0,0,1,1,2,Black-Scholes,3.848501299983906,4.466139871513239,0.2583127068328026,0.2500075,0.05601054998628738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Equity,Large Cap Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.830629333611721,4.44300182425689,0.2982756662056261,0.0,0.0,1.381288817879632,15.668449555104969,1.991743531945844,147850530156.16177,110.69903563401218,0.0,0.0,0.0,0.0,4,48
Bond,Municipal Bond,0,1,0,0,0,20.41,1,0,0,1,0,3,DCF,3.822669793607262,4.481539553598207,0.29311290245451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.297720158789335,1.368237044066995,0.0,0.0,0,55
Option,European Call,1,0,1,1,1,0.89,0,0,0,2,1,1,Black-Scholes,3.8277692480471157,4.482138978392057,0.2709893281602803,0.015634843750000002,0.06990115538481127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Bond,Corporate Bond (IG),1,1,0,1,1,4.91,1,0,0,1,1,2,DCF,3.8393684064423215,4.442422304526696,0.30678522080249737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3923230387815,4.261150376593816,0.0,0.0,0,19
Bond,CDS,1,1,0,0,0,5.08,1,0,0,1,0,3,Credit-Model,3.8384354696015284,4.471866365007104,0.2670688369206422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.489787434505452,2.2432010049659024,0.0,0.0,0,10
Bond,Corporate Bond (HY),1,1,0,1,0,4.15,1,0,0,1,1,2,Credit-Model,3.8285632329424013,4.479512303433705,0.2704463311311843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.708485895792655,1.6871423471267306,0.0,0.0,0,18
Commodity,Industrial Metal,1,0,0,1,1,1.87,0,0,0,2,1,2,Cost-of-Carry,3.8509301669736713,4.449516808504435,0.2698903272390144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917938379945026,0.013480070712791434,1,44
Option,Digital Option,0,0,1,0,0,0.55,0,0,1,1,1,3,Monte-Carlo,3.8485843594967624,4.453398404129851,0.24453628617788753,0.500005,0.057419518587461645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Equity,Growth Tech Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.837916074357847,4.471910729003123,0.2852302806852338,0.0,0.0,0.3460756379376861,97.64217059986447,3.026509460652446,69792886222.80075,18.785280887008327,0.0,0.0,0.0,0.0,4,41
Bond,Sovereign Emerging Bond,1,1,0,1,0,26.88,1,0,0,1,1,2,Credit-Model,3.8310458156427276,4.426319646142061,0.28210796283651174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26778439202139,4.379180132876266,0.0,0.0,0,65
Commodity,Energy,1,0,0,1,2,0.22,0,0,0,2,1,1,Cost-of-Carry,3.8425876989715397,4.435726065959792,0.26790641360384243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384021700364674,0.021618198258463867,1,25
Bond,Government Bond ETF,1,1,0,1,2,6.452628855385497,0,0,0,2,1,1,Mark-to-Market,3.8360182211274925,4.437928017324508,0.30525069094934665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994038322950707,0.21537838742381632,0.0,0.0,0,39
Derivative,Interest Rate Swap,0,1,0,0,1,7.69,1,0,0,2,0,2,DCF,3.850314321375084,4.419942145064391,0.2612555988520959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Option,American Put,1,0,1,1,1,0.02,0,1,0,2,1,2,Binomial-Tree,3.847226600364539,4.484194156964381,0.23540405170777806,1.0000000000000003e-05,0.0375269300033703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Commodity,Energy,1,0,0,1,2,0.52,0,0,0,2,1,1,Cost-of-Carry,3.8105004377878506,4.415664660543526,0.3080441194280304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526617435021876,0.008254592063235444,1,25
Option,American Option,1,0,1,1,1,1.76,0,1,0,1,1,1,Binomial-Tree,3.8092038052802963,4.467651367794519,0.29022218614405926,1.0000000000000003e-05,0.03268391943190316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2
Bond,Corporate Bond (HY),1,1,0,1,0,7.44,1,0,0,1,1,3,Credit-Model,3.8165710712246623,4.478100539703041,0.28252083324903127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.439849942551686,3.3812770316339984,0.0,0.0,0,18
Option,Swaption,0,0,1,0,0,2.47,0,0,0,1,1,2,Black-Scholes,3.848693055914782,4.453452810216584,0.26321109266170245,0.12500875,0.05164560551109677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.799813682711831,4.445095401968493,0.2768418320214063,0.0,0.0,0.22791977709971867,37.02232035631948,2.9782408374320397,6337001529.568948,159.5561550457756,0.0,0.0,0.0,0.0,4,43
Bond,Government Bond,1,1,0,1,2,9.08,0,0,0,2,1,1,DCF,3.8375596040014184,4.465192386651427,0.24479243412709467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.276901370300923,0.06211709125869608,0.0,0.0,0,38
Currency,Major FX Forward,1,0,0,0,2,0.26,0,0,0,2,1,1,Forward-Pricing,3.83694270019443,4.460040875913257,0.265497140313546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Option,European Put,1,0,1,1,1,1.26,0,0,0,1,1,1,Black-Scholes,3.852264710323841,4.482378158431886,0.25192604913624395,0.0312596875,0.05345992159170939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Currency,Major FX Forward,1,0,0,0,1,0.59,0,0,0,2,1,1,Forward-Pricing,3.8334534859262135,4.401383978569125,0.27523762527428663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Bond,Government Bond,1,1,0,1,2,4.55,0,0,0,0,1,1,DCF,3.8042775401703186,4.439512823281897,0.288469369170114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7712827747511155,0.12670491185031674,0.0,0.0,0,38
Bond,Corporate Bond (IG),1,1,0,1,0,6.25,1,0,0,2,1,1,DCF,3.811628352503589,4.472523164511328,0.24904749627650014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.092813605518643,3.1539666908660404,0.0,0.0,0,19
Bond,Corporate Bond (IG),1,1,0,1,2,15.83,1,0,0,2,1,2,DCF,3.8073647857556567,4.46112497797387,0.28449825361536796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.819102668878754,2.1951954351829177,0.0,0.0,0,19
Bond,Corporate Bond (IG),1,1,0,1,0,5.87,1,0,0,2,1,2,DCF,3.8196983730447207,4.47677036175009,0.2739949652077527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.513522729639118,3.0024218344920355,0.0,0.0,0,19
Currency,Cross Currency Swap,0,1,0,0,1,1.3,1,0,0,1,0,2,Forward-Pricing,3.826497434983832,4.4658430454701445,0.2836770476325108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20
Derivative,FX Option,0,0,1,0,0,0.11,0,0,0,1,1,3,Black-Scholes,3.8076817947728667,4.456995363489718,0.26515550469277516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Derivative,Interest Rate Swap,0,1,0,0,2,24.58,1,0,0,2,0,2,DCF,3.8581631771209914,4.453258967719015,0.28408030805333506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Equity,Consumer Staple Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.804620861727111,4.5118487268540255,0.2560838687070407,0.0,0.0,1.199471814713474,19.42740788519849,1.6487264212463681,478431518121.3427,107.04371114555943,0.0,0.0,0.0,0.0,4,16
Option,European Put,1,0,1,1,2,1.56,0,0,0,1,1,3,Black-Scholes,3.8557778805669667,4.494229301910902,0.23635495806954376,0.062509375,0.06214964050385831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Currency,EM FX Forward,0,0,0,0,1,0.64,0,0,0,1,1,2,Forward-Pricing,3.8526958720520637,4.471049763687524,0.24092135989329264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Equity,SaaS Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.8472024938265457,4.4617497448239,0.2599446735765844,0.0,0.0,1.0024024628572255,16.480921698143295,0.8280379722834855,573902988190.7878,18.491360298756884,0.0,0.0,0.0,0.0,4,63
Equity,Biotech Stock,1,0,0,1,2,-1.0,0,0,0,1,1,1,Relative,3.816714369466437,4.472000355850581,0.23774953024454198,0.0,0.0,0.3411868376050108,11.088070039734188,3.982733371946753,1485695477676.127,120.92103981641392,0.0,0.0,0.0,0.0,4,7
Commodity,Industrial Metal,1,0,0,1,2,2.01,0,0,0,0,1,1,Cost-of-Carry,3.8365579343362377,4.478438414208566,0.3010074513010787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029065615950193267,0.005718888819410957,1,44
Option,Barrier Option,0,0,1,0,0,0.79,0,0,1,1,1,3,Monte-Carlo,3.805538342792506,4.46933983509121,0.2683433767450113,1.0000000000000003e-05,0.04406819042474191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Option,Swaption,0,0,1,0,1,4.84,0,0,0,1,1,3,Black-Scholes,3.8474438697208964,4.44324422324848,0.28838545161466145,0.500005,0.044766417015708465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66
Commodity,Commodity Forward,1,0,0,1,1,0.19,0,0,0,2,1,2,Cost-of-Carry,3.8285831914335806,4.499794590120257,0.28574136711018444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05033057750472886,0.005493111815813863,1,12
Bond,Government Bond ETF,1,1,0,1,2,7.038605239912252,0,0,0,2,1,1,Mark-to-Market,3.822161517890665,4.465490443478915,0.27012834283513915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980312734776872,0.3633136159735272,0.0,0.0,0,39
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8065652861865327,4.504910639677693,0.3407306330974669,0.0,0.0,0.1511022627970584,27.662763152560316,1.9874769184758125,879520341429.3007,107.99640418714498,0.0,0.0,0.0,0.0,4,43
Equity,REIT,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.7825557578282543,4.464173388957364,0.3285529047173762,0.0,0.0,0.9818263792141256,40.88758721564052,4.214814347357828,135747150576.77754,444.09952115553625,0.0,0.0,0.0,0.0,4,62
Currency,Cross Currency Swap,0,1,0,0,1,6.41,1,0,0,1,0,2,Forward-Pricing,3.810111942587765,4.4545219302476005,0.29783784957473597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20
